0,0
1,1
2,2
3,3
4,4
5,5
6,6
7,7
8,8
9,9
10,10
11,11
12,12
13,13
14,14
15,15
16,16
17,17
18,18
19,19
20,104
21,105
22,106
23,107
24,108
25,109
26,110
27,111
28,112
29,113
30,114
31,115
32,116
33,117
34,118
35,119
36,120
37,121
38,122
39,123
40,130
41,131
42,132
43,133
44,134
45,135
46,136
47,137
48,138
49,139
50,140
51,141
52,142
53,143
54,144
55,145
56,146
57,147
58,148
59,149
60,74
61,75
62,76
63,77
64,78
65,79
66,80
67,81
68,82
69,83
70,84
71,85
72,86
73,87
74,88
75,89
76,90
77,91
78,92
79,93
80,4
81,5
82,6
83,7
84,8
85,9
86,10
87,11
88,12
89,13
90,14
91,15
92,16
93,17
94,18
95,19
96,20
97,21
98,22
99,23
100,4
101,5
102,6
103,7
104,8
105,9
106,10
107,11
108,12
109,13
110,14
111,15
112,16
113,17
114,18
115,19
116,20
117,21
118,22
119,23
120,92
121,93
122,94
123,95
124,96
125,97
126,98
127,99
128,100
129,101
130,102
131,103
132,104
133,105
134,106
135,107
136,108
137,109
138,110
139,111
140,205
141,206
142,207
143,208
144,209
145,210
146,211
147,212
148,213
149,214
150,215
151,216
152,217
153,218
154,219
155,220
156,221
157,222
158,223
159,224
160,258
161,259
162,260
163,261
164,262
165,263
166,264
167,265
168,266
169,267
170,268
171,269
172,270
173,271
174,272
175,273
176,274
177,275
178,276
179,277
180,221
181,222
182,223
183,224
184,225
185,226
186,227
187,228
188,229
189,230
190,231
191,232
192,233
193,234
194,235
195,236
196,237
197,238
198,239
199,240
200,145
201,146
202,147
203,148
204,149
205,150
206,151
207,152
208,153
209,154
210,155
211,156
212,157
213,158
214,159
215,160
216,161
217,162
218,163
219,164
220,120
221,121
222,122
223,123
224,124
225,125
226,126
227,127
228,128
229,129
230,130
231,131
232,132
233,133
234,134
235,135
236,136
237,137
238,138
239,139
240,186
241,187
242,188
243,189
244,190
245,191
246,192
247,193
248,194
249,195
250,196
251,197
252,198
253,199
254,200
255,201
256,202
257,203
258,204
259,205
260,302
261,303
262,304
263,305
264,306
265,307
266,308
267,309
268,310
269,311
270,312
271,313
272,314
273,315
274,316
275,317
276,318
277,319
278,320
279,321
280,379
281,380
282,381
283,382
284,383
285,384
286,385
287,386
288,387
289,388
290,389
291,390
292,391
293,392
294,393
295,394
296,395
297,396
298,397
299,398
300,365
301,366
302,367
303,368
304,369
305,370
306,371
307,372
308,373
309,374
310,375
311,376
312,377
313,378
314,379
315,380
316,381
317,382
318,383
319,384
320,291
321,292
322,293
323,294
324,295
325,296
326,297
327,298
328,299
329,300
330,301
331,302
332,303
333,304
334,305
335,306
336,307
337,308
338,309
339,310
340,243
341,244
342,245
343,246
344,247
345,248
346,249
347,250
348,251
349,252
350,253
351,254
352,255
353,256
354,257
355,258
356,259
357,260
358,261
359,262
360,284
361,285
362,286
363,287
364,288
365,289
366,290
367,291
368,292
369,293
370,294
371,295
372,296
373,297
374,298
375,299
376,300
377,301
378,302
379,303
380,394
381,395
382,396
383,397
384,398
385,399
386,400
387,401
388,402
389,403
390,404
391,405
392,406
393,407
394,408
395,409
396,410
397,411
398,412
399,413
400,491
401,492
402,493
403,494
404,495
405,496
406,497
407,498
408,499
409,500
410,501
411,502
412,503
413,504
414,505
415,506
416,507
417,508
418,509
419,510
420,503
421,504
422,505
423,506
424,507
425,508
426,509
427,510
428,511
429,512
430,513
431,514
432,515
433,516
434,517
435,518
436,519
437,520
438,521
439,522
440,439
441,440
442,441
443,442
444,443
445,444
446,445
447,446
448,447
449,448
450,449
451,450
452,451
453,452
454,453
455,454
456,455
457,456
458,457
459,458
460,375
461,376
462,377
463,378
464,379
465,380
466,381
467,382
468,383
469,384
470,385
471,386
472,387
473,388
474,389
475,390
476,391
477,392
478,393
479,394
480,389
481,390
482,391
483,392
484,393
485,394
486,395
487,396
488,397
489,398
490,399
491,400
492,401
493,402
494,403
495,404
496,405
497,406
498,407
499,408
500,486
501,487
502,488
503,489
504,490
505,491
506,492
507,493
508,494
509,495
510,496
511,497
512,498
513,499
514,500
515,501
516,502
517,503
518,504
519,505
520,596
521,597
522,598
523,599
524,600
525,601
526,602
527,603
528,604
529,605
530,606
531,607
532,608
533,609
534,610
535,611
536,612
537,613
538,614
539,615
540,635
541,636
542,637
543,638
544,639
545,640
546,641
547,642
548,643
549,644
550,645
551,646
552,647
553,648
554,649
555,650
556,651
557,652
558,653
559,654
560,587
561,588
562,589
563,590
564,591
565,592
566,593
567,594
568,595
569,596
570,597
571,598
572,599
573,600
574,601
575,602
576,603
577,604
578,605
579,606
580,513
581,514
582,515
583,516
584,517
585,518
586,519
587,520
588,521
589,522
590,523
591,524
592,525
593,526
594,527
595,528
596,529
597,530
598,531
599,532
600,501
601,502
602,503
603,504
604,505
605,506
606,507
607,508
608,509
609,510
610,511
611,512
612,513
613,514
614,515
615,516
616,517
617,518
618,519
619,520
620,579
621,580
622,581
623,582
624,583
625,584
626,585
627,586
628,587
629,588
630,589
631,590
632,591
633,592
634,593
635,594
636,595
637,596
638,597
639,598
640,695
641,696
642,697
643,698
644,699
645,700
646,701
647,702
648,703
649,704
650,705
651,706
652,707
653,708
654,709
655,710
656,711
657,712
658,713
659,714
660,759
661,760
662,761
663,762
664,763
665,764
666,765
667,766
668,767
669,768
670,769
671,770
672,771
673,772
674,773
675,774
676,775
677,776
678,777
679,778
680,732
681,733
682,734
683,735
684,736
685,737
686,738
687,739
688,740
689,741
690,742
691,743
692,744
693,745
694,746
695,747
696,748
697,749
698,750
699,751
700,657
701,658
702,659
703,660
704,661
705,662
706,663
707,664
708,665
709,666
710,667
711,668
712,669
713,670
714,671
715,672
716,673
717,674
718,675
719,676
720,620
721,621
722,622
723,623
724,624
725,625
726,626
727,627
728,628
729,629
730,630
731,631
732,632
733,633
734,634
735,635
736,636
737,637
738,638
739,639
740,675
741,676
742,677
743,678
744,679
745,680
746,681
747,682
748,683
749,684
750,685
751,686
752,687
753,688
754,689
755,690
756,691
757,692
758,693
759,694
760,789
761,790
762,791
763,792
764,793
765,794
766,795
767,796
768,797
769,798
770,799
771,800
772,801
773,802
774,803
775,804
776,805
777,806
778,807
779,808
780,876
781,877
782,878
783,879
784,880
785,881
786,882
787,883
788,884
789,885
790,886
791,887
792,888
793,889
794,890
795,891
796,892
797,893
798,894
799,895
800,874
801,875
802,876
803,877
804,878
805,879
806,880
807,881
808,882
809,883
810,884
811,885
812,886
813,887
814,888
815,889
816,890
817,891
818,892
819,893
820,804
821,805
822,806
823,807
824,808
825,809
826,810
827,811
828,812
829,813
830,814
831,815
832,816
833,817
834,818
835,819
836,820
837,821
838,822
839,823
840,748
841,749
842,750
843,751
844,752
845,753
846,754
847,755
848,756
849,757
850,758
851,759
852,760
853,761
854,762
855,763
856,764
857,765
858,766
859,767
860,776
861,777
862,778
863,779
864,780
865,781
866,782
867,783
868,784
869,785
870,786
871,787
872,788
873,789
874,790
875,791
876,792
877,793
878,794
879,795
880,881
881,882
882,883
883,884
884,885
885,886
886,887
887,888
888,889
889,890
890,891
891,892
892,893
893,894
894,895
895,896
896,897
897,898
898,899
899,900
900,985
901,986
902,987
903,988
904,989
905,990
906,991
907,992
908,993
909,994
910,995
911,996
912,997
913,998
914,999
915,1000
916,1001
917,1002
918,1003
919,1004
920,1010
921,1011
922,1012
923,1013
924,1014
925,1015
926,1016
927,1017
928,1018
929,1019
930,1020
931,1021
932,1022
933,1023
934,1024
935,1025
936,1026
937,1027
938,1028
939,1029
940,952
941,953
942,954
943,955
944,956
945,957
946,958
947,959
948,960
949,961
950,962
951,963
952,964
953,965
954,966
955,967
956,968
957,969
958,970
959,971
960,883
961,884
962,885
963,886
964,887
965,888
966,889
967,890
968,891
969,892
970,893
971,894
972,895
973,896
974,897
975,898
976,899
977,900
978,901
979,902
980,884
981,885
982,886
983,887
984,888
985,889
986,890
987,891
988,892
989,893
990,894
991,895
992,896
993,897
994,898
995,899
996,900
997,901
998,902
999,903
